"speaker","word","target_child_age_months","speech_act","count","total","rel_freq","ppt"
"parent","or",54,"question",68,19595,0.00347027302883389,3.47027302883389
"parent","or",55,"declarative",50,37906,0.00131905239276104,1.31905239276104
"parent","or",55,"imperative",2,958,0.00208768267223382,2.08768267223382
"parent","or",55,"other",7,1777,0.00393922341024198,3.93922341024198
"parent","or",55,"question",66,16725,0.00394618834080717,3.94618834080717
"parent","or",56,"declarative",57,36106,0.0015786849831053,1.5786849831053
"parent","or",56,"other",7,2098,0.00333651096282174,3.33651096282174
"parent","or",56,"question",77,19425,0.00396396396396396,3.96396396396396
"parent","or",57,"declarative",379,213524,0.00177497611509713,1.77497611509713
"parent","or",57,"imperative",2,5447,0.000367174591518267,0.367174591518267
"parent","or",57,"other",65,16744,0.00388198757763975,3.88198757763975
"parent","or",57,"question",362,84219,0.00429831748180339,4.29831748180339
"parent","or",58,"declarative",47,34841,0.00134898539077524,1.34898539077524
"parent","or",58,"other",11,2033,0.00541072306935563,5.41072306935563
"parent","or",58,"question",69,16759,0.00411719076317203,4.11719076317203
"parent","or",59,"declarative",74,47351,0.0015627969842242,1.5627969842242
"parent","or",59,"other",6,2404,0.00249584026622296,2.49584026622296
"parent","or",59,"question",68,21173,0.0032116374628064,3.2116374628064
"parent","or",60,"declarative",23,16893,0.00136151068489907,1.36151068489907
"parent","or",60,"question",16,8185,0.00195479535736103,1.95479535736103
"parent","or",61,"declarative",12,9240,0.0012987012987013,1.2987012987013
"parent","or",61,"imperative",2,418,0.00478468899521531,4.78468899521531
"parent","or",61,"other",2,583,0.00343053173241852,3.43053173241852
"parent","or",61,"question",11,4620,0.00238095238095238,2.38095238095238
"parent","or",62,"declarative",12,10631,0.00112877433919669,1.12877433919669
"parent","or",62,"other",4,651,0.00614439324116743,6.14439324116743
"parent","or",62,"question",13,5138,0.00253016738030362,2.53016738030362
"parent","or",63,"declarative",10,11135,0.000898069151324652,0.898069151324652
"parent","or",63,"question",24,7025,0.00341637010676157,3.41637010676157
"parent","or",64,"declarative",20,13973,0.00143133185429042,1.43133185429042
"parent","or",64,"other",1,477,0.00209643605870021,2.09643605870021
"parent","or",64,"question",6,4875,0.00123076923076923,1.23076923076923
"parent","or",65,"declarative",21,9049,0.00232069841971489,2.32069841971489
"parent","or",65,"imperative",1,366,0.00273224043715847,2.73224043715847
"parent","or",65,"other",2,346,0.00578034682080925,5.78034682080925
"parent","or",65,"question",13,3998,0.00325162581290645,3.25162581290645
"parent","or",66,"declarative",33,15741,0.00209643605870021,2.09643605870021
"parent","or",66,"imperative",2,1144,0.00174825174825175,1.74825174825175
"parent","or",66,"other",2,855,0.00233918128654971,2.33918128654971
"parent","or",66,"question",30,7226,0.00415167450871852,4.15167450871852
"parent","or",67,"declarative",52,20826,0.00249687890137328,2.49687890137328
"parent","or",67,"other",1,922,0.00108459869848156,1.08459869848156
"parent","or",67,"question",38,7750,0.00490322580645161,4.90322580645161
"parent","or",68,"declarative",15,11446,0.00131050148523502,1.31050148523502
"parent","or",68,"other",1,368,0.00271739130434783,2.71739130434783
"parent","or",68,"question",10,4082,0.00244977951984321,2.44977951984321
"parent","or",69,"declarative",41,18371,0.00223177834630668,2.23177834630668
"parent","or",69,"imperative",1,844,0.00118483412322275,1.18483412322275
"parent","or",69,"other",4,799,0.00500625782227785,5.00625782227785
"parent","or",69,"question",18,6690,0.00269058295964126,2.69058295964126
"parent","or",70,"declarative",15,10428,0.00143843498273878,1.43843498273878
"parent","or",70,"imperative",1,595,0.00168067226890756,1.68067226890756
"parent","or",70,"other",3,560,0.00535714285714286,5.35714285714286
"parent","or",70,"question",20,4399,0.00454648783814503,4.54648783814503
"parent","or",71,"declarative",16,7737,0.0020679850071087,2.0679850071087
"parent","or",71,"other",1,539,0.00185528756957328,1.85528756957328
"parent","or",71,"question",18,4002,0.00449775112443778,4.49775112443778
"parent","other",12,"declarative",18009,18306,0.98377581120944,983.77581120944
"parent","other",12,"imperative",794,809,0.981458590852905,981.458590852905
"parent","other",12,"other",735,757,0.970937912813738,970.937912813738
"parent","other",12,"question",10077,10155,0.99231905465288,992.31905465288
"parent","other",13,"declarative",14608,14881,0.981654458705732,981.654458705732
"parent","other",13,"imperative",1989,2014,0.987586891757696,987.586891757696
"parent","other",13,"other",927,945,0.980952380952381,980.952380952381
"parent","other",13,"question",8439,8478,0.995399858457183,995.399858457183
"parent","other",14,"declarative",47693,48392,0.98555546371301,985.55546371301
"parent","other",14,"imperative",6086,6139,0.991366672096433,991.366672096433
"parent","other",14,"other",2643,2691,0.98216276477146,982.162764771461
"parent","other",14,"question",26732,26902,0.993680767229202,993.680767229202
"parent","other",15,"declarative",28314,28892,0.979994462134847,979.994462134847
"parent","other",15,"imperative",464,467,0.993576017130621,993.576017130621
"parent","other",15,"other",3739,3810,0.981364829396325,981.364829396325
"parent","other",15,"question",10559,10675,0.989133489461358,989.133489461358
"parent","other",16,"declarative",43559,44374,0.98163338892144,981.63338892144
"parent","other",16,"imperative",1091,1110,0.982882882882883,982.882882882883
"parent","other",16,"other",3352,3452,0.971031286210892,971.031286210892
"parent","other",16,"question",18605,18781,0.990628827006017,990.628827006017
"parent","other",17,"declarative",50162,51021,0.983163795299975,983.163795299975
"parent","other",17,"imperative",2744,2784,0.985632183908046,985.632183908046
"parent","other",17,"other",5746,5877,0.977709715841416,977.709715841416
"parent","other",17,"question",22166,22380,0.990437890974084,990.437890974084
"parent","other",18,"declarative",68188,69466,0.981602510580716,981.602510580716
"parent","other",18,"imperative",1900,1928,0.985477178423237,985.477178423237
"parent","other",18,"other",2957,3078,0.960688758934373,960.688758934373
"parent","other",18,"question",32158,32498,0.989537817711859,989.537817711859
"parent","other",19,"declarative",84308,85765,0.98301171806681,983.01171806681
"parent","other",19,"imperative",4000,4043,0.98936433341578,989.36433341578
"parent","other",19,"other",5066,5197,0.97479314989417,974.79314989417
"parent","other",19,"question",41692,42085,0.990661755970061,990.661755970061
"parent","other",20,"declarative",84700,86154,0.983123244422778,983.123244422778
"parent","other",20,"imperative",5317,5358,0.992347891004106,992.347891004106
"parent","other",20,"other",4379,4550,0.962417582417582,962.417582417582
"parent","other",20,"question",46606,47106,0.989385640895003,989.385640895003
"parent","other",21,"declarative",79693,81118,0.982432998841194,982.432998841194
"parent","other",21,"imperative",2771,2805,0.987878787878788,987.878787878788
"parent","other",21,"other",6966,7226,0.96401882092444,964.01882092444
"parent","other",21,"question",43992,44467,0.989317921155014,989.317921155014
"parent","other",22,"declarative",84621,86091,0.982925044429731,982.925044429731
"parent","other",22,"imperative",2480,2533,0.979076194236084,979.076194236084
"parent","other",22,"other",6273,6508,0.963890596189306,963.890596189305
"parent","other",22,"question",40695,41170,0.988462472674277,988.462472674277
"parent","other",23,"declarative",131929,134285,0.982455225825669,982.455225825669
"parent","other",23,"imperative",2159,2204,0.979582577132486,979.582577132486
"parent","other",23,"other",5676,5920,0.958783783783784,958.783783783784
"parent","other",23,"question",80534,81431,0.988984539057607,988.984539057607
"parent","other",24,"declarative",265811,270916,0.981156520840408,981.156520840408
"parent","other",24,"imperative",3158,3193,0.989038521766364,989.038521766364
"parent","other",24,"other",14841,15637,0.949095094967065,949.095094967065
"parent","other",24,"question",189998,192552,0.986736050521418,986.736050521417
"parent","other",25,"declarative",239982,245075,0.979218606549016,979.218606549016
"parent","other",25,"imperative",2793,2829,0.987274655355249,987.274655355249
"parent","other",25,"other",10710,11118,0.963302752293578,963.302752293578
"parent","other",25,"question",173378,175818,0.98612201253569,986.12201253569
"parent","other",26,"declarative",238587,243830,0.97849731370217,978.49731370217
"parent","other",26,"imperative",2724,2770,0.983393501805054,983.393501805054
"parent","other",26,"other",8394,8757,0.958547447756081,958.547447756081
"parent","other",26,"question",163316,165624,0.986064821523451,986.064821523451
"parent","other",27,"declarative",211865,216351,0.979265175571178,979.265175571178
"parent","other",27,"imperative",2545,2585,0.984526112185687,984.526112185687
"parent","other",27,"other",8052,8395,0.959142346634902,959.142346634902
"parent","other",27,"question",161469,164035,0.984356996982351,984.356996982351
"parent","other",28,"declarative",246084,251492,0.978496333879408,978.496333879408
"parent","other",28,"imperative",3025,3064,0.987271540469974,987.271540469974
"parent","other",28,"other",11683,12234,0.954961582475069,954.961582475069
"parent","other",28,"question",176425,179171,0.984673859050851,984.673859050851
"parent","other",29,"declarative",246374,251301,0.980394029470635,980.394029470635
"parent","other",29,"imperative",3622,3700,0.978918918918919,978.918918918919
"parent","other",29,"other",13100,13612,0.962386129885395,962.386129885395
"parent","other",29,"question",174640,177350,0.984719481251762,984.719481251762
"parent","other",30,"declarative",266456,271819,0.980269959053635,980.269959053635
"parent","other",30,"imperative",4044,4100,0.986341463414634,986.341463414634
"parent","other",30,"other",13211,13761,0.960031974420464,960.031974420464
"parent","other",30,"question",177631,180280,0.985306190370535,985.306190370535
"parent","other",31,"declarative",263246,268880,0.979046414757513,979.046414757513
"parent","other",31,"imperative",2807,2840,0.988380281690141,988.380281690141
"parent","other",31,"other",15428,16119,0.9571313356908,957.1313356908
"parent","other",31,"question",166048,168798,0.983708337776514,983.708337776514
"parent","other",32,"declarative",223197,227965,0.979084508586844,979.084508586844
"parent","other",32,"imperative",2831,2866,0.987787857641312,987.787857641312
"parent","other",32,"other",10393,10874,0.955766047452639,955.766047452639
"parent","other",32,"question",141747,143991,0.984415692647457,984.415692647457
"parent","other",33,"declarative",246733,252107,0.978683654162717,978.683654162717
"parent","other",33,"imperative",3581,3651,0.980827170638181,980.827170638181
"parent","other",33,"other",12318,12827,0.960318079052,960.318079052
"parent","other",33,"question",160531,163077,0.984387743213329,984.387743213329
"parent","other",34,"declarative",226236,231053,0.979151969461552,979.151969461552
"parent","other",34,"imperative",2739,2768,0.989523121387283,989.523121387283
"parent","other",34,"other",11236,11704,0.960013670539986,960.013670539986
"parent","other",34,"question",146375,148773,0.983881483871401,983.881483871401
"parent","other",35,"declarative",191820,196303,0.977162855381731,977.162855381731
"parent","other",35,"imperative",2219,2253,0.984909010208611,984.909010208611
"parent","other",35,"other",8701,9146,0.951344850207741,951.344850207741
"parent","other",35,"question",119785,121820,0.983295025447381,983.295025447381
"parent","other",36,"declarative",307384,314342,0.977864873290874,977.864873290874
"parent","other",36,"imperative",2533,2564,0.987909516380655,987.909516380655
"parent","other",36,"other",16086,16857,0.954262324256985,954.262324256985
"parent","other",36,"question",202194,205660,0.983146941554021,983.146941554021
"parent","other",37,"declarative",138997,142390,0.976171079429735,976.171079429735
"parent","other",37,"imperative",904,916,0.986899563318777,986.899563318777
"parent","other",37,"other",7239,7560,0.957539682539683,957.539682539683
"parent","other",37,"question",84427,85957,0.982200402526845,982.200402526845
"parent","other",38,"declarative",89727,91738,0.978078876801326,978.078876801326
"parent","other",38,"imperative",874,893,0.978723404255319,978.723404255319
"parent","other",38,"other",4472,4661,0.959450761639133,959.450761639133
"parent","other",38,"question",50715,51511,0.984546989963309,984.546989963309
"parent","other",39,"declarative",92908,94897,0.979040433311907,979.040433311907
"parent","other",39,"imperative",922,932,0.989270386266094,989.270386266094
"parent","other",39,"other",5467,5730,0.954101221640489,954.101221640489
"parent","other",39,"question",55192,56162,0.982728535308572,982.728535308572
"parent","other",40,"declarative",67896,69252,0.980419338069659,980.419338069659
"parent","other",40,"imperative",782,787,0.993646759847522,993.646759847522
"parent","other",40,"other",3778,3927,0.962057550292844,962.057550292844
"parent","other",40,"question",35053,35619,0.984109604424605,984.109604424605
"parent","other",41,"declarative",47060,48075,0.978887155486219,978.887155486219
"parent","other",41,"imperative",448,451,0.993348115299335,993.348115299335
"parent","other",41,"other",6206,6421,0.966516118984582,966.516118984582
"parent","other",41,"question",24119,24550,0.982443991853361,982.443991853361
"parent","other",42,"declarative",48548,49802,0.974820288341834,974.820288341834
"parent","other",42,"imperative",934,952,0.98109243697479,981.09243697479
"parent","other",42,"other",2270,2382,0.952980688497061,952.980688497061
"parent","other",42,"question",26972,27464,0.982085639382464,982.085639382464
"parent","other",43,"declarative",49774,50947,0.976976073174083,976.976073174083
"parent","other",43,"imperative",1490,1502,0.992010652463382,992.010652463382
"parent","other",43,"other",5773,5974,0.966354201540007,966.354201540007
"parent","other",43,"question",27975,28436,0.983788155858771,983.788155858771
"parent","other",44,"declarative",55689,56952,0.977823430257059,977.823430257059
"parent","other",44,"imperative",1648,1683,0.979203802733215,979.203802733215
"parent","other",44,"other",3429,3609,0.950124688279302,950.124688279302
"parent","other",44,"question",30442,30978,0.982697398153528,982.697398153528
"parent","other",45,"declarative",69364,71059,0.976146582417428,976.146582417428
"parent","other",45,"imperative",3386,3434,0.986022131624927,986.022131624927
"parent","other",45,"other",4410,4639,0.950635912912266,950.635912912266
"parent","other",45,"question",37586,38323,0.98076872896172,980.76872896172
"parent","other",46,"declarative",62620,64281,0.974160327312892,974.160327312892
"parent","other",46,"imperative",1805,1841,0.980445410103205,980.445410103205
"parent","other",46,"other",4176,4401,0.948875255623722,948.875255623722
"parent","other",46,"question",31095,31660,0.982154137713203,982.154137713203
"parent","other",47,"declarative",49707,51120,0.972359154929577,972.359154929577
"parent","other",47,"imperative",973,990,0.982828282828283,982.828282828283
"parent","other",47,"other",3387,3609,0.938487115544472,938.487115544472
"parent","other",47,"question",23251,23711,0.98059972164818,980.59972164818
"parent","other",48,"declarative",68934,70712,0.974855752913225,974.855752913226
"parent","other",48,"imperative",2588,2619,0.988163421153112,988.163421153112
"parent","other",48,"other",4111,4372,0.940301921317475,940.301921317475
"parent","other",48,"question",29685,30285,0.980188211986132,980.188211986132
"parent","other",49,"declarative",48094,49330,0.974944252990067,974.944252990067
"parent","other",49,"imperative",584,597,0.97822445561139,978.22445561139
"parent","other",49,"other",3008,3186,0.944130571249215,944.130571249215
"parent","other",49,"question",23726,24139,0.982890757695016,982.890757695016
"parent","other",50,"declarative",49972,51048,0.978921799091052,978.921799091052
"parent","other",50,"imperative",824,839,0.982121573301549,982.121573301549
"parent","other",50,"other",3951,4122,0.958515283842795,958.515283842795
"parent","other",50,"question",25252,25663,0.983984725090597,983.984725090597
"parent","other",51,"declarative",48454,49685,0.975223910637013,975.223910637013
"parent","other",51,"imperative",851,862,0.987238979118329,987.238979118329
"parent","other",51,"other",2597,2711,0.957949096274437,957.949096274437
"parent","other",51,"question",24092,24505,0.983146296674148,983.146296674148
"parent","other",52,"declarative",35859,36670,0.977883828742842,977.883828742842
"parent","other",52,"imperative",703,707,0.994342291371994,994.342291371994
"parent","other",52,"other",2379,2545,0.934774066797642,934.774066797642
"parent","other",52,"question",21882,22265,0.98279811363126,982.79811363126
"parent","other",53,"declarative",39299,40318,0.974725928865519,974.725928865519
"parent","other",53,"imperative",1018,1032,0.986434108527132,986.434108527132
"parent","other",53,"other",2843,2986,0.952109845947756,952.109845947756
"parent","other",53,"question",21640,22077,0.980205643882774,980.205643882774
"parent","other",54,"declarative",43140,44196,0.976106434971491,976.106434971491
"parent","other",54,"imperative",1348,1375,0.980363636363636,980.363636363636
"parent","other",54,"other",1985,2099,0.945688423058599,945.688423058599
"parent","other",54,"question",19221,19595,0.980913498341414,980.913498341414
"parent","other",55,"declarative",36968,37906,0.975254577111803,975.254577111803
"parent","other",55,"imperative",941,958,0.982254697286013,982.254697286013
"parent","other",55,"other",1693,1777,0.952729319077096,952.729319077096
"parent","other",55,"question",16406,16725,0.980926756352765,980.926756352765
"parent","other",56,"declarative",35327,36106,0.978424638564228,978.424638564228
"parent","other",56,"imperative",888,902,0.984478935698448,984.478935698448
"parent","other",56,"other",2014,2098,0.959961868446139,959.961868446139
"parent","other",56,"question",19059,19425,0.981158301158301,981.158301158301
"parent","other",57,"declarative",208919,213524,0.978433337704427,978.433337704427
"parent","other",57,"imperative",5362,5447,0.984395079860474,984.395079860474
"parent","other",57,"other",16123,16744,0.962912087912088,962.912087912088
"parent","other",57,"question",82812,84219,0.983293556085919,983.293556085919
"parent","other",58,"declarative",33951,34841,0.974455383025746,974.455383025746
"parent","other",58,"imperative",541,555,0.974774774774775,974.774774774775
"parent","other",58,"other",1943,2033,0.955730447614363,955.730447614363
"parent","other",58,"question",16425,16759,0.980070409928993,980.070409928993
"parent","other",59,"declarative",46158,47351,0.974805178348926,974.805178348926
"parent","other",59,"imperative",907,926,0.979481641468683,979.481641468683
"parent","other",59,"other",2306,2404,0.959234608985025,959.234608985025
"parent","other",59,"question",20801,21173,0.982430453879941,982.430453879941
"parent","other",60,"declarative",16530,16893,0.978511809625289,978.511809625289
"parent","other",60,"imperative",520,528,0.984848484848485,984.848484848485
"parent","other",60,"other",1134,1190,0.952941176470588,952.941176470588
"parent","other",60,"question",8057,8185,0.984361637141112,984.361637141112
"parent","other",61,"declarative",9031,9240,0.977380952380952,977.380952380952
"parent","other",61,"imperative",411,418,0.983253588516746,983.253588516746
"parent","other",61,"other",546,583,0.936535162950257,936.535162950257
"parent","other",61,"question",4537,4620,0.982034632034632,982.034632034632
"parent","other",62,"declarative",10432,10631,0.981281158874988,981.281158874988
"parent","other",62,"imperative",185,190,0.973684210526316,973.684210526316
"parent","other",62,"other",622,651,0.955453149001536,955.453149001536
"parent","other",62,"question",5060,5138,0.984818995718178,984.818995718178
"parent","other",63,"declarative",10896,11135,0.978536147283341,978.536147283341
"parent","other",63,"imperative",390,397,0.982367758186398,982.367758186398
"parent","other",63,"other",298,309,0.964401294498382,964.401294498382
"parent","other",63,"question",6883,7025,0.979786476868327,979.786476868327
"parent","other",64,"declarative",13665,13973,0.977957489443928,977.957489443928
"parent","other",64,"imperative",539,549,0.981785063752277,981.785063752277
"parent","other",64,"other",458,477,0.960167714884696,960.167714884696
"parent","other",64,"question",4816,4875,0.987897435897436,987.897435897436
"parent","other",65,"declarative",8857,9049,0.978782185876892,978.782185876893
"parent","other",65,"imperative",359,366,0.980874316939891,980.874316939891
"parent","other",65,"other",326,346,0.942196531791908,942.196531791908
"parent","other",65,"question",3921,3998,0.980740370185093,980.740370185093
"parent","other",66,"declarative",15470,15741,0.982783812972492,982.783812972492
"parent","other",66,"imperative",1124,1144,0.982517482517482,982.517482517482
"parent","other",66,"other",819,855,0.957894736842105,957.894736842105
"parent","other",66,"question",7125,7226,0.986022695820648,986.022695820648
"parent","other",67,"declarative",20369,20826,0.978056275809085,978.056275809085
"parent","other",67,"imperative",1019,1042,0.977927063339731,977.927063339731
"parent","other",67,"other",889,922,0.964208242950108,964.208242950108
"parent","other",67,"question",7625,7750,0.983870967741935,983.870967741935
"parent","other",68,"declarative",11173,11446,0.976148872968723,976.148872968723
"parent","other",68,"imperative",772,790,0.977215189873418,977.215189873418
"parent","other",68,"other",349,368,0.948369565217391,948.369565217391
"parent","other",68,"question",4029,4082,0.987016168544831,987.016168544831
"parent","other",69,"declarative",17987,18371,0.979097490610201,979.097490610201
"parent","other",69,"imperative",828,844,0.981042654028436,981.042654028436
"parent","other",69,"other",762,799,0.95369211514393,953.69211514393
"parent","other",69,"question",6604,6690,0.987144992526158,987.144992526158
"parent","other",70,"declarative",10208,10428,0.978902953586498,978.902953586498
"parent","other",70,"imperative",580,595,0.974789915966387,974.789915966387
"parent","other",70,"other",539,560,0.9625,962.5
"parent","other",70,"question",4337,4399,0.98590588770175,985.90588770175
"parent","other",71,"declarative",7561,7737,0.977252164921804,977.252164921804
"parent","other",71,"imperative",349,355,0.983098591549296,983.098591549296
"parent","other",71,"other",521,539,0.966604823747681,966.604823747681
"parent","other",71,"question",3948,4002,0.986506746626687,986.506746626687
